CNPJ;Endereço;DATA DA SITUAÇÃO ESPECIAL;SITUAÇÃO ESPECIAL;CORREIO ELETRÔNICO;FAX;DDD DO FAX;TELEFONE 2;DDD 2;TELEFONE 1;DDD 1;MUNICÍPIO;UF;CEP;CNAE FISCAL SECUNDÁRIA;CNAE FISCAL PRINCIPAL;DATA DE INÍCIO ATIVIDADE;PAIS;MOTIVO SITUAÇÃO CADASTRAL;DATA SITUAÇÃO CADASTRAL;NOME FANTASIA;IDENTIFICADOR MATRIZ/FILIAL
52733523000140;RUA FERNANDES LEAO 00223       FDS VICENTE DE CARVALHO;"";"";SHEKINAH.CONTABILRJ@GMAIL.COM;"";"";86341460;21;30871852;21;6001;RJ;21371190;"";7112000;20231031;"";00;20231031;"";1
54410685000173;RUA JOAO MOURA 2370 APT   151 PINHEIROS;"";"";CONTABIL@TSP.COM.BR;"";"";00000000;0000;40277810;11;7107;SP;05412004;4399101,7111100,7119799,7119703,8130300;7410202;20240320;105;00;20240320;AYTY ARQUITETURA PROJETOS DE REPRODUCAO;1
83129064000114;RUA SENADOR NEREU RAMOS 220  CENTRO;"";"";ADM@REDEM7.COM.BR;"";"";"";"";38421459;47;8295;SC;89295069;4530703,4721102,4729602,4729699,4732600,4784900,5611203;4731800;19750930;"";00;20190821;POSTO M7;1
11813591000132;QUADRA 301 RUA D CONJ. 03 LOTE 05 LOJA 01  AGUAS CLARAS;"";"";ammacontabil@brturbo.com.br;"";"";"";"";34354855;61;9701;DF;71901120;7312200;9700500;20100412;"";00;20240318;A DIARISTA;1
44467336000134;NUCLEO RURAL INCRA 7 GLEBA3 SETOR GLEBA 3/381 CHAC 7 ALEXANDRE DE GUSMAO BRAZLANDIA;"";"";LAMLIMA@GMAIL.COM;"";"";"";"";37104140;61;9701;DF;72773010;"";8291100;20211202;"";00;20211202;"";1
60680788000156;RUA SAO CRISTOVAO 1732 LOJA  53 QUADRA 0001      LOTE  01A04 LOTEAMENTO 16       JARDIM TARUMAN ITINGA;"";"";ANTONIAMOTA1372@GMAIL.COM;"";"";"";"";97193887;71;3685;BA;42739005;8610101,8640202;8630503;20250505;"";00;20250505;CLINICA MAIS SAUDE;1
47214955000105;AREA AVENIDA TANCREDO NEVES 2220 CONJ CARAMINGUAVA;"";"";ESPFELIPEGOMES@GMAIL.COM;"";"";"";"";97614903;13;6853;SP;11750000;"";9602501;20220720;"";00;20220720;"";1
21792924000148;RUA RIO GRANDE DO NORTE 1436 SALA  1113 SAVASSI;"";"";ADTEC@ADTEC-CONTABIL.COM.BR;"";"";"";"";33374523;31;4123;MG;30130138;"";6462000;19800929;"";00;20041231;"";1
49000364000160;AVENIDA PAULISTA 1106 SALA  01                  ANDAR 16 BELA VISTA;"";"";ABERTURA@CONTABILIZEI.COM.BR;"";"";00000000;0000;97880145;41;7107;SP;01310914;6209100,6204000,6311900,6319400,6202300,6201502;6201501;20221229;105;00;20221229;ELIAS DESENVOLVIMENTO DE SOFTWARE;1
38729463000757;AVENIDA DE CILLO 1070  CIDADE JARDIM I;"";"";ELY@ETSCONTABIL.COM.BR;"";"";"";"";32130588;31;6131;SP;13466550;7312200,8550302,8532500;8599604;20121119;"";00;20121119;"";2
53986175000186;2A TRAVESSA BELEM DE JUDA 130  DOIS CARNEIROS;"";"";ALANFERNANDOCPV@GMAIL.COM;"";"";"";"";96379427;81;2457;PE;54290018;"";4321500;20240220;"";00;20240220;"";1
55446812000157;RUA DAS NOGUEIRAS 800 CONJ 425426 A 882883 SETOR COMERCIAL;"";"";SARALIZBORBAMOURAO3@GMAIL.COM;"";"";"";"";99719822;66;8985;MT;78550226;"";9602501;20240607;"";00;20240607;"";1
31972031000138;RUA OTAVIANO AZAMBUJA 1500 CASA JARDIM BELA VISTA III;"";"";ADEMILSONDOSSANTOSFERRIOTTO@GMAIL.COM;"";"";"";"";99170919;65;8999;MT;78250000;8130300,4930204,4930201,4330404,4930202;5212500;20181108;"";00;20230202;"";1
08424461000101;SITIO TRES COQUEIROS S/N  SANTA CRUZ;"";"";"";"";"";"";"";37881203;18;6743;SP;16950000;0151202;0151201;20060725;"";00;20060725;"";1
12284836000144;RUA ANTONIO FLORENTINO 250  SAO FRANCISCO;"";"";"";"";"";"";"";96150122;88;1349;CE;63260000;4772500,4755503,4782201,4789001,4763601;4781400;20100726;"";00;20100726;"";1
13298883000100;RUA CUSTODIO CONRADO 1007       A AABB;"";"";"";38314284;87;38314284;87;38314284;87;2577;PE;56912550;"";7320300;20110222;"";00;20110222;APED AGENCIA DE PESQUISA ESTATISTICA DE DADOS;1
08201656000184;RUA SILVA PAULET 769 SALA 205 MEIRELES;"";"";"";"";"";"";"";32651198;85;1389;CE;60120020;"";6463800;20060803;"";00;20200207;"";1
77072338000183;RUA JOEL JENSEN JUNIOR 15  BARREIRINHA;"";"";esportistas@contabilidadecipriani.com.br;2573466;41;"";"";2576987;41;7535;PR;82700660;4729601,9329803;5611204;19751203;"";00;20051103;BAR DOS ESPORTISTAS;1
02415583150203;AVENIDA BENJAMIN CONSTANT 1744  CENTRO;"";"";CONTABILIDADE@IMPD.ORG.BR;"";"";"";"";35773815;11;8727;RS;95300000;"";9491000;20150518;"";00;20150518;"";2
53953577000184;RUA CHRISTIANO PAGANI 244  JARDIM AURI VERDE;"";"";SERGIO_AVOLIO@HOTMAIL.COM;"";"";"";"";97457371;14;6219;SP;17047144;"";4723700;20240218;"";00;20240218;"";1
59813216000119;RUA 28 0  RESIDENCIAL VALE DO SOL;"";"";ELIENEGOMESFREIRE@GMAIL.COM;"";"";"";"";91150055;62;9221;GO;75085721;"";4729699;20250310;"";00;20250310;"";1
18443944000107;AVENIDA AYRTON SENNA 1823 1823  NOVA PARNAMIRIM;"";"";JDTURISMONATAL@HOTMAIL.COM;"";"";"";"";91845743;84;1779;RN;59151903;7912100;7911200;20130708;"";00;20130708;"";1
10273972000103;RUA ANGELA MARIA C. DE MORAES S/N QUADRA02                  LOTE  01 A NOSSO SENHOR DOS PASSOS;"";"";"";"";"";"";"";36441344;64;9229;GO;75825000;4789099;4784900;20080806;"";00;20080806;WILSON GAS;1
55527910000119;RUA TITO DE BARROS 71 ANDAR 1 ANDAR POCO;"";"";BRUNOPRATALIMA@GMAIL.COM;"";"";"";"";99981981;82;2785;AL;57025700;"";6911701;20240614;"";00;20240614;"";1
51523460000135;RUA ROBRU 247  JARDIM CRISTIN ALICE;"";"";ANA-NEVES98@OUTLOOK.COM;"";"";"";"";96433606;71;6477;SP;07124266;"";6190699;20230723;"";00;20230723;"";1
49249919000102;RUA AN�BAL SILVA 961  PARQUE DA FONTE;"";"";DEBOSSAN21@YAHOO.COM;"";"";00000000;0000;81900432;21;7885;PR;83050170;3314713,3314718;2543800;20230119;105;00;20230119;"";1
55528447000120;RUA SAPOPEMBA 639  BENTO RIBEIRO;"";"";PIMENTAPARAIZO@GMAIL.COM;"";"";"";"";98861259;21;6001;RJ;21331240;"";5611201;20240614;"";00;20240614;"";1
57356803000109;ALAMEDA DOS MARACATINS 971 APT   172 INDIAN�POLIS;"";"";KENNYA.COCENTINO@GMAIL.COM;"";"";00000000;0000;94995205;81;7107;SP;04089012;8219999,8599604,8299799,7020400,8550302;8211300;20240919;105;00;20240919;"";1
58974354000117;AVENIDA C233 664  BRO NOVA SUICA;"";"";RMCONTABILIDADE123@HOTMAIL.COM;"";"";00000000;0000;83220300;62;9373;GO;74280165;4789004,9609208;4771704;20250120;105;00;20250120;UNIVERSO PET;1
00113551000161;RUA GENERAL CARNEIRO 885  ALTO DA GLORIA;"";"";"";"";"";"";"";"";"";7535;PR;80060150;"";8112500;19940708;"";00;20011215;"";1
44640763000172;AVENIDA AMENDOEIRAS 1761  CIDADE NOVA;"";"";ANDRESSAGTA10@HOTMAIL.COM;"";"";"";"";96300648;66;9887;MT;78520000;8712300;8650001;20211220;"";00;20211220;ANDRESSA APARECIDA DOS SANTOS MARTINS;1
58861342000186;RUA FERNANDO PREZIDIO S/N CASA ESPANTA GADO;"";"";FERNANDO.BIOLOGO2010@GMAIL.COM;"";"";00000000;0000;92339262;71;3817;BA;48860000;"";7210000;20250114;105;00;20250114;SPARVERIUS SOLUCOES AMBIENTAIS;1
