CNPJ;Endereço;DATA DA SITUAÇÃO ESPECIAL;SITUAÇÃO ESPECIAL;CORREIO ELETRÔNICO;FAX;DDD DO FAX;TELEFONE 2;DDD 2;TELEFONE 1;DDD 1;MUNICÍPIO;UF;CEP;CNAE FISCAL SECUNDÁRIA;CNAE FISCAL PRINCIPAL;DATA DE INÍCIO ATIVIDADE;PAIS;MOTIVO SITUAÇÃO CADASTRAL;DATA SITUAÇÃO CADASTRAL;NOME FANTASIA;IDENTIFICADOR MATRIZ/FILIAL
16589137003340;RUA BARAO DO RIO BRANCO 54 SALA  05 CENTRO;"";"";AREA.FISCAL@SEBRAEMG.COM.BR;33799226;31;33799215;31;33799241;31;5139;MG;39560000;"";7020400;20101230;"";00;20101230;SEBRAE MG;2
35601859000130;RUA ADELINA SPELTA 681  VILA REAL;"";"";COMPRASUPERMERCADOKAUE@GMAIL.COM;"";"";"";"";37226000;27;5629;ES;29706717;4721102,4721103,4721104,4722901,4723700,4724500,4729699,4759899,4763601,4772500,4789099,6462000;4711302;20191125;"";00;20191125;SUPERMERCADO KAUE;1
14621921000186;AVENIDA BR ASFALTO 28  AREA INDUSTRIAL;"";"";VANDINHOCENTERCAR2014@HOTMAIL.COM;35363975;74;"";"";88510071;74;3443;BA;47300000;4732600,4520001,4520004,4520006,7732201,7711000,7719599;4530703;20111114;"";00;20111114;CENTER CAR;1
10369870000196;RUA GENERAL IROLEGUI CUNHA 705       A JARDIM INDEPENDENCIA;"";"";vipamc@ig.com.br;"";"";"";"";61044069;11;7107;SP;03225020;"";9499500;20080715;"";00;20220517;"";1
31478787000125;RUA CARIJOS 190  SANTA INEZ;"";"";"";"";"";"";"";"";"";5703;ES;29106000;"";4619200;19870619;"";00;20051103;"";1
20147790000140;AVENIDA MINAS GERAIS 689 CASA CACHOEIRA DO VALE;"";"";PARABOWT@HOTMAIL.COM;"";"";"";"";88676136;31;5373;MG;35184056;2539001,2512800;2542000;20140428;"";00;20140428;"";1
02835928000111;RUA BEIRA RIO 90  UMBURANAS;"";"";"";"";"";"";"";"";"";1463;CE;63210000;"";6912500;19980826;"";00;19980826;"";1
16868818000160;RUA CORNELIO TONOLLI 927  CIDADE JARDIM;"";"";juridico@pinheirocontabilidade.com.br;"";"";"";"";35734800;19;6635;SP;13614250;4530703,4679699,4744099;4530701;20120905;"";00;20250313;"";1
12515702000197;RUA JARI 619 APT 803 PASSO DA AREIA;"";"";lenaalfajores@hotmail.com;"";"";"";"";37796369;51;8801;RS;91350170;5620104,8230001,4789099;5620101;20100913;"";00;20100913;"";1
34626360000115;QUADRA QUADRA 15 10 CASA 02 CENTRO;"";"";"";"";"";"";"";84504167;61;9677;GO;72900344;4321500,4322301,4399103;4330404;20190822;"";00;20220531;"";1
28395712000176;10A RUA MINAS GERAIS 903  CENTRO;"";"";CARLINHOSMATHIAS677@GMAIL.COM;"";"";"";"";99466237;35;4867;MG;37580000;4530705;4520006;20170811;"";00;20170811;"";1
30735322000140;RUA JOAO CLEMENTINO GOMES 366  RENASCER;"";"";POLPITA@OUTLOK.COM;"";"";"";83;87361360;83;1965;PB;58108088;1033302;1031700;20180619;"";00;20180619;POLPITA;1
19709077000163;"RUA DA ATLANTICA 237 COND CHAPADA;BLOCO 01;APT 504 GLORIA";"";"";DEBORACAIPIRA3694@GMAIL.COM;"";"";"";"";99244949;65;9167;MT;78141340;4755503,4772500,4782201;4781400;20140212;"";00;20140212;"";1
00000000755664;RUA DA BAHIA 2500 ANDAR 8 ALA E LOURDES;"";"";AGE9120@BB.COM.BR;"";"";"";"";32699837;31;4123;MG;30160019;6499999;6422100;20170202;"";00;20170202;ESCRITORIO EXCLUSIVO SAVASSI - BELO HORIZONTE (MG);2
57591349003773;RUA SAO FRANCISCO DE ASSIS 84  VILA SANTA MARIA;"";"";CONTABIL@DIOCESESA.ORG.BR;"";"";"";"";44692077;11;7077;SP;09560520;"";9491000;19721025;"";00;20050924;PAROQUIA SAO FRANCISCO DEASSIS;2
31394971000197;RUA GENYR RABELO CRETON 199  BELA VISTA;"";"";"";"";"";"";"";88390386;22;2919;RJ;28495000;"";9700500;20180831;"";00;20180831;"";1
