CNPJ;Endereço;DATA DA SITUAÇÃO ESPECIAL;SITUAÇÃO ESPECIAL;CORREIO ELETRÔNICO;FAX;DDD DO FAX;TELEFONE 2;DDD 2;TELEFONE 1;DDD 1;MUNICÍPIO;UF;CEP;CNAE FISCAL SECUNDÁRIA;CNAE FISCAL PRINCIPAL;DATA DE INÍCIO ATIVIDADE;PAIS;MOTIVO SITUAÇÃO CADASTRAL;DATA SITUAÇÃO CADASTRAL;NOME FANTASIA;IDENTIFICADOR MATRIZ/FILIAL
11719064000163;RUA SOVI 636 TERREO PARQUE INDUSTRIAL;"";"";evolucaoassessoriacontabil@hotmail.com;"";"";32529977;43;31526257;43;7427;PR;86706570;"";1629301;20100303;"";00;20100303;VIEIRA CAMPOS;1
08307166000329;S�TIO NOSSA SENHORA DE FATIMA S/N       ZONA RURAL NOVA PALMEIRA;"";"";sind.fpta@terra.com.br;35811599;18;"";"";35811599;18;6621;SP;17890000;"";0151201;20101020;"";00;20101020;"";2
37670944000186;RUA ANA TELES 833  CAMPINHO;"";"";LEILA_JULIO@YAHOO.COM.BR;"";"";"";"";98335037;21;6001;RJ;21341460;"";8219999;20200709;"";00;20200709;"";1
40406498000101;TRAVESSA SANTA CECILIA 27 FUNDOS HONORIO GURGEL;"";"";"";"";"";"";"";"";"";6001;RJ;21030200;"";8711502;19920313;"";00;20200123;"";1
06139796000144;SETOR SIA QUADRA 5-C S N       AREA ESPECIAL 08    SALA  312 ZONA INDUSTRIAL (GUARA);"";"";"";"";"";"";"";33212338;61;9701;DF;71200055;"";5620102;20040303;"";00;20041023;GRAN BUFFET;1
40717303000144;PRACA NICOLA VIVILECHIO 5 APT   52                  BLOCO H JARDIM BONTEMPO;"";"";VANDYALIMA@GMAIL.COM;"";"";"";"";41371430;11;7157;SP;06763490;"";8599604;20210204;"";00;20210204;NOVOS CAMINHOS;1
10974775000111;RUA LAFAEITE FRANCISCO DOS SANTOS 153 COND  DUAL MEDICAL              BUSINESS            QUADRAF                   LOTE  08 E 09             SALA  516 ALA B EMP. CENTRO;"";"";DEBORA@UNIAOTEXTIL.COM.BR;33295776;71;"";"";92777712;71;3685;BA;42703100;"";4616800;20090708;"";00;20090708;UNIAO TEXTIL REPRESENTACAO;1
19526288000160;"RUA DA DIVISA 1440 QUADRA 269;LOTE 19 SETOR PARQUE TREMENDAO";"";"";KEILAGOMES28@HOTMAIL.COM;"";"";"";"";96817153;62;9373;GO;74475810;4712100;4723700;20140115;"";00;20140115;"";1
40741996000100;RUA ALEXANDRE CORREIA 1040  COHAPAR I;"";"";JACKEROSA735@GMAIL.COM;"";"";"";"";88959748;41;7587;PR;83280000;4330404;4399103;20210206;"";00;20250311;"";1
17982132000169;"AVENIDA DOUTOR DANTON JOBIM SN QUADRA: 58; LOTE: 34; JARDIM DO INGA";"";"";FATURAMENTO@SUPERMERCADOSUPERSAM.COM.BR;"";"";"";"";99211761;61;9445;GO;72850200;4781400,4761003,4721102,4753900,4722901,5611203;4711302;20130403;"";00;20130403;SUPERSAM SUPERMERCADOS;1
27063062000107;RUA 17 544  SETOR SERRINHA;"";"";LUCIENEVIEIRA213@GMAIL.COM;"";"";"";"";85585787;62;9647;GO;76450000;"";8712300;20170208;"";00;20170208;"";1
31737684000132;AVENIDA PAQUETA 578  MARESIAS;"";"";ASSESSORIACONTABIL@GMAIL.COM;"";"";"";"";32291230;11;7115;SP;11628127;6810201,6821801,6821802,6822600,7020400;7112000;20181010;"";00;20181010;I9 OPERA;1
33113309006935;RUA 1 55       QUINHAO 3           GALPAO3 DISTRITO INDUSTRIAL GENESCO APARECIDO DE OLIVEIRA;"";"";FISCAL.VALID@VALID.COM;"";"";"";"";21957244;21;4751;MG;33240094;1812100,2610800;2680900;20210617;"";00;20210617;"";2
22102650000180;"PRACA NOSSA SENHORA DO ROSARIO 618 ANDAR: 1; SALA: 01; CENTRO";"";"";CONTABILIDADE@JSILVACONTABIL.COM.BR;"";"";"";"";34284038;81;2457;PE;54110130;7319002,8291100,8219999;6619302;20150323;"";00;20150323;PROMOTORA ESTEVAM;1
36714808000188;RUA DOCEMASTE 35  FLAVIO MARQUES LISBOA (BARREIRO);"";"";MARCUSFROIS.MF@GMAIL.COM;"";"";"";"";98837051;31;4123;MG;30624150;9602501;8230002;20200318;"";00;20231221;"";1
11680851000149;CONJUNTO REMANESCENTE 03  CAJAZEIRAS;"";"";"";"";"";"";"";87169167;71;3849;BA;41340020;4929901;4930204;20100315;"";00;20100315;"";1
